displayName,Position,BaseSalary,SigningBonus,RosterBonus,OptionBonus,WorkoutBonus,RestructuringBonus,Misc.,DeadCap,CapHit,CapPercentage,Team,TeamBaseSalary,TeamSigningBonus,TeamCapHit,TeamPercentageOfCapUsed
Melvin Gordon,RB,"$1,889,968 ","$1,504,961 ",-,-,-,-,-,"($3,394,929)","$3,394,929 ",1.89,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Tyrell Williams,WR,"$2,914,000 ",-,-,-,-,-,-,-,"$2,914,000 ",1.62,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Damion Square,DT,"$2,000,000 ","$612,500 ",-,-,-,-,-,"($612,500)","$2,612,500 ",1.45,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Antonio Gates,TE,"$1,500,000 ","$1,000,000 ",-,-,-,-,-,-,"$2,500,000 ",1.39,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Derwin James,S,"$480,000 ","$1,772,537 ",-,-,-,-,-,"($12,388,956)","$2,252,537 ",1.25,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Kyle Emanuel,OLB,"$1,907,000 ","$54,643 ",-,-,-,-,-,"($54,643)","$1,961,643 ",1.09,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Virgil Green,TE,"$1,000,000 ","$800,000 ",-,-,-,-,-,"($5,900,000)","$1,800,000 ",1,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Michael Schofield,G,"$1,000,000 ","$750,000 ",-,-,-,-,-,"($2,500,000)","$1,750,000 ",0.97,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Hunter Henry,TE,"$880,028 ","$710,055 ",-,-,"$150,000 ",-,-,"($1,970,910)","$1,740,083 ",0.97,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Forrest Lamp,G,"$768,042 ","$747,167 ",-,-,-,-,-,"($3,009,544)","$1,515,209 ",0.84,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Adrian Phillips,FS,"$1,000,000 ","$500,000 ",-,-,-,-,-,"($500,000)","$1,500,000 ",0.83,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Nick Dzubnar,ILB,"$705,000 ","$397,500 ",-,-,"$25,000 ",-,-,"($820,000)","$1,127,500 ",0.63,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Mike Windt,LS,"$915,000 ","$155,000 ",-,-,-,-,-,"($465,000)","$1,070,000 ",0.6,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Uchenna Nwosu,LB,"$480,000 ","$567,195 ",-,-,-,-,-,"($3,010,582)","$1,047,195 ",0.58,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Geno Smith,QB,"$790,000 ","$200,000 ",-,-,"$10,000 ",-,-,"($210,000)","$1,000,000 ",0.56,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Dan Feeney,G,"$634,000 ","$231,158 ",-,-,-,-,-,"($693,474)","$865,158 ",0.48,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Geremy Davis,WR,"$705,000 ","$15,000 ","$43,750 ",-,-,-,-,"($15,000)","$763,750 ",0.42,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Darius Philon,DT,"$705,000 ","$30,149 ",-,-,-,-,-,"($30,149)","$735,149 ",0.41,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Rayshawn Jenkins,FS,"$555,000 ","$165,552 ",-,-,-,-,-,"($496,657)","$720,552 ",0.4,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Justin Jones,DT,"$480,000 ","$213,535 ",-,-,-,-,-,"($854,140)","$693,535 ",0.39,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Jatavis Brown,OLB,"$630,000 ","$46,096 ",-,-,-,-,-,"($92,193)","$676,096 ",0.38,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Derek Watt,FB,"$630,000 ","$32,420 ",-,-,-,-,-,"($64,842)","$662,420 ",0.37,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Desmond King,S,"$555,000 ","$69,998 ",-,-,-,-,-,"($209,994)","$624,998 ",0.35,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Sam Tevi,RT,"$555,000 ","$40,447 ",-,-,-,-,-,"($121,344)","$595,447 ",0.33,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Sean Culkin,TE,"$555,000 ","$4,000 ",-,-,-,-,-,"($8,000)","$559,000 ",0.31,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Austin Ekeler,RB,"$555,000 ","$1,666 ",-,-,-,-,-,"($3,334)","$556,666 ",0.31,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Michael Davis,CB,"$555,000 ",-,-,-,-,-,-,-,"$555,000 ",0.31,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Isaac Rochell,DT,"$555,000 ",-,-,-,-,-,-,-,"$555,000 ",0.31,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Cole Toner,G,"$555,000 ",-,-,-,-,-,-,-,"$555,000 ",0.31,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Scott Quessenberry,C,"$480,000 ","$71,063 ",-,-,-,-,-,"($284,252)","$551,063 ",0.31,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Brandon Facyson,CB,"$480,000 ","$3,333 ",-,-,-,-,-,"($10,000)","$483,333 ",0.27,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Donnie Jones,P,"$776,176 ",-,-,-,-,-,-,-,"$481,765 ",0.27,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Trenton Scott,G,"$451,765 ",-,-,-,-,-,-,-,"$451,764 ",0.25,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Justin Jackson,RB,"$395,294 ",-,-,-,-,-,-,-,"$395,294 ",0.22,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Hayes Pullard,ILB,"$373,235 ",-,-,-,-,-,-,-,"$373,235 ",0.21,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Detrez Newsome,RB,"$310,585 ",-,-,-,-,-,-,-,"$310,585 ",0.17,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Jeff Richards,CB,"$254,115 ",-,-,-,-,-,-,-,"$254,115 ",0.14,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
T.Y. McGill,DT,"$248,824 ",-,-,-,-,-,-,-,"$248,823 ",0.14,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Michael Badgley,K,"$225,880 ",-,-,-,-,-,-,-,"$225,880 ",0.13,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Dylan Cantrell,WR,"$112,940 ",-,-,-,-,-,-,-,"$112,940 ",0.06,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Kyle Wilson,LB,"$84,705 ",-,-,-,-,-,-,-,"$84,705 ",0.05,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Anthony Lanier,DE,"$74,118 ",-,-,-,-,-,-,-,"$74,117 ",0.04,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Jason Verrett,CB,"$8,526,000 ",-,-,-,-,-,-,"($8,526,000)","$8,526,000 ",4.74,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
(Knee-acl),,,,,,,,,,,,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Corey Liuget,DT,"$935,000 ","$1,147,059 ","$2,292,500 ",-,-,-,-,"($5,000,000)","$4,374,559 ",2.43,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
(Quad),,,,,,,,,,,,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Denzel Perryman,ILB,"$1,048,836 ","$433,452 ",-,-,"$37,500 ",-,-,"($470,952)","$1,519,788 ",0.85,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
(Knee-acl),,,,,,,,,,,,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Jaylen Watkins,S,"$790,000 ","$90,000 ",-,-,-,-,-,"($90,000)","$720,000 ",0.4,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
(Knee-acl),,,,,,,,,,,,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Trevor Williams,CB,"$630,000 ",-,-,-,-,-,-,-,"$630,000 ",0.35,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
(Knee),,,,,,,,,,,,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Kyzir White,OLB,"$418,048 ","$163,610 ",-,-,-,-,-,"($654,441)","$581,658 ",0.32,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
(Knee),,,,,,,,,,,,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Zachary Crabtree,T,"$363,000 ","$5,000 ",-,-,-,-,-,"($15,000)","$368,000 ",0.2,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
(Undisclosed),,,,,,,,,,,,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Austin Roberts,TE,"$363,000 ",-,-,-,-,-,-,-,"$363,000 ",0.2,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
(Knee-acl),,,,,,,,,,,,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Artavis Scott,WR,"$363,000 ",-,-,-,-,-,-,-,"$363,000 ",0.2,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
(Undisclosed),,,,,,,,,,,,Los Angeles Chargers,"$97,213,399 ","$36,434,511 ","$144,473,149 ",80.34
Ndamukong Suh,DT,"$14,000,000 ",-,-,-,-,-,"$500,000 ","($14,000,000)","$14,500,000 ",7.99,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
LaMarcus Joyner,FS,"$11,287,000 ",-,-,-,-,-,-,"($11,287,000)","$11,287,000 ",6.22,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Aqib Talib,CB,"$11,000,000 ",-,-,-,-,-,-,-,"$11,000,000 ",6.06,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Michael Brockers,DE,"$5,250,000 ","$750,000 ","$5,000,000 ",-,-,-,-,"($13,250,000)","$11,000,000 ",6.06,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Mark Barron,ILB,"$4,500,000 ","$1,000,000 ","$3,500,000 ",-,-,"$666,666 ",-,"($9,499,999)","$9,666,666 ",5.33,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Andrew Whitworth,LT,"$1,015,000 ","$1,666,666 ","$2,500,000 ",-,-,"$3,492,500 ","$500,000 ","($17,325,834)","$9,174,166 ",5.05,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Aaron Donald,DT,"$892,000 ","$8,000,000 ",-,-,-,-,-,"($50,000,000)","$8,892,000 ",4.9,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
John Sullivan,C,"$999,999 ","$1,000,000 ","$5,250,000 ",-,-,-,"$875,000 ","($5,249,999)","$8,124,999 ",4.48,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Rodger Saffold,G,"$5,375,000 ","$1,000,000 ","$1,500,000 ",-,-,-,"$75,000 ","($2,000,000)","$7,950,000 ",4.38,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Jared Goff,QB,"$2,989,788 ","$4,629,577 ",-,-,-,-,-,"($16,508,625)","$7,619,365 ",4.2,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Todd Gurley,RB,"$950,000 ","$6,278,306 ",-,-,-,-,-,"($24,028,306)","$7,228,306 ",3.98,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Robert Woods,WR,"$790,000 ",-,"$3,200,019 ",-,-,"$1,175,000 ","$300,000 ","($8,700,038)","$5,465,019 ",3.01,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Brandin Cooks,WR,"$4,000,000 ","$1,400,000 ",-,-,-,-,-,"($20,459,000)","$5,400,000 ",2.97,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Nickell Robey-Coleman,CB,"$2,125,000 ",-,"$3,125,000 ",-,-,-,-,"($6,625,000)","$5,250,000 ",2.89,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Greg Zuerlein,K,"$2,050,000 ","$250,000 ","$250,000 ",-,-,-,"$1,000,000 ","($750,000)","$3,550,000 ",1.96,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Johnny Hekker,P,"$790,000 ","$646,551 ","$1,000,000 ",-,-,"$242,000 ",-,"($4,341,551)","$2,678,551 ",1.48,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Ethan Westbrooks,DT,"$1,250,000 ","$250,000 ","$500,000 ",-,-,-,"$225,000 ","($250,000)","$2,225,000 ",1.23,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Rob Havenstein,RT,"$976,367 ","$1,086,822 ",-,-,-,-,-,"($9,286,822)","$2,063,189 ",1.14,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Dante Fowler Jr.,DE,"$1,926,114 ",-,-,-,-,-,-,"($1,926,114)","$1,926,114 ",1.06,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Marcus Peters,CB,"$1,741,931 ",-,-,-,-,-,-,"($1,741,931)","$1,741,931 ",0.96,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Matt Longacre,OLB,"$800,000 ","$898,438 ",-,-,-,-,-,"($1,698,438)","$1,698,438 ",0.94,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Gerald Everett,TE,"$739,749 ","$633,994 ",-,-,-,-,-,"($2,641,733)","$1,373,743 ",0.76,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Jake McQuaide,LS,"$915,000 ",-,"$385,000 ",-,-,-,"$50,000 ","($385,000)","$1,350,000 ",0.74,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Sean Mannion,QB,"$877,778 ","$156,450 ",-,-,-,-,-,"($156,450)","$1,034,228 ",0.57,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Sam Shields,CB,"$915,000 ",-,"$89,999 ",-,-,-,-,-,"$1,004,999 ",0.55,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Tyler Higbee,TE,"$630,000 ","$145,215 ",-,-,-,-,-,"($290,430)","$775,215 ",0.43,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
John Johnson,SS,"$584,000 ","$189,438 ",-,-,-,-,-,"($568,314)","$773,438 ",0.43,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Ramik Wilson,ILB,"$705,000 ","$45,000 ",-,-,-,-,-,"($45,000)","$750,000 ",0.41,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Bryce Hager,ILB,"$705,000 ","$18,036 ",-,-,-,-,-,"($18,036)","$723,036 ",0.4,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Josh Reynolds,WR,"$555,000 ","$162,005 ",-,-,-,-,-,"($486,016)","$717,005 ",0.4,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Samson Ebukam,OLB,"$555,000 ","$153,270 ",-,-,-,-,-,"($459,812)","$708,270 ",0.39,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Troy Hill,CB,"$705,000 ",-,-,-,-,-,-,-,"$705,000 ",0.39,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Joseph Noteboom,T,"$480,000 ","$204,723 ",-,-,-,-,-,"($818,892)","$684,723 ",0.38,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Brian Allen,C,"$480,000 ","$171,734 ",-,-,-,-,-,"($686,936)","$651,734 ",0.36,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Cory Littleton,ILB,"$630,000 ","$5,000 ",-,-,-,-,-,"($5,000)","$635,000 ",0.35,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Austin Blythe,G,"$630,000 ",-,-,-,-,-,-,-,"$630,000 ",0.35,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Marqui Christian,S,"$630,000 ",-,-,-,-,-,-,-,"$630,000 ",0.35,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Blake Countess,S,"$630,000 ",-,-,-,-,-,-,-,"$630,000 ",0.35,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Tanzel Smart,DT,"$555,000 ","$41,195 ",-,-,-,-,-,"($123,588)","$596,195 ",0.33,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
John Franklin-Myers,DE,"$480,000 ","$113,089 ",-,-,-,-,-,"($452,359)","$593,089 ",0.33,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Justin Davis,RB,"$555,000 ","$5,000 ",-,-,-,-,-,"($10,000)","$560,000 ",0.31,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Micah Kiser,ILB,"$480,000 ","$74,494 ",-,-,-,-,-,"($297,977)","$554,494 ",0.31,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
John Kelly,RB,"$480,000 ","$47,072 ",-,-,-,-,-,"($188,291)","$527,072 ",0.29,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Jojo Natson,WR,"$522,353 ",-,-,-,-,-,-,-,"$522,352 ",0.29,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Sebastian Joseph,DT,"$480,000 ","$38,809 ",-,-,-,-,-,"($155,237)","$518,809 ",0.29,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Ogbonnia Okoronkwo,DE,"$438,702 ","$68,634 ",-,-,-,-,-,"($274,536)","$507,336 ",0.28,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Justin Lawler,DE,"$480,000 ","$18,435 ",-,-,-,-,-,"($73,742)","$498,435 ",0.27,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Johnny Mundt,TE,"$480,000 ",-,-,-,-,-,-,-,"$480,000 ",0.26,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Khadarel Hodge,WR,"$423,529 ",-,-,-,-,-,-,-,"$423,529 ",0.23,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Darious Williams,S,"$338,820 ",-,-,-,-,-,-,-,"$338,820 ",0.19,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
C.J. Anderson,RB,"$92,941 ",-,-,-,-,-,-,-,"$92,941 ",0.05,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Trevon Young,DE,"$84,705 ","$6,866 ",-,-,-,-,-,"($20,600)","$91,571 ",0.05,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Jamil Demby,G,"$84,705 ",-,-,-,-,-,-,-,"$84,705 ",0.05,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Cooper Kupp,WR,"$640,000 ","$238,690 ",-,-,-,-,-,"($716,070)","$878,690 ",0.48,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
(Knee-acl),,,,,,,,,,,,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Dominique Easley,DT,"$479,353 ",-,"$237,500 ",-,-,-,-,"($50,000)","$716,853 ",0.39,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
(Knee),,,,,,,,,,,,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Mike Thomas,WR,"$630,000 ","$29,017 ",-,-,-,-,-,"($58,036)","$659,017 ",0.36,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
(Groin),,,,,,,,,,,,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Malcolm Brown,RB,"$630,000 ",-,-,-,-,-,-,-,"$630,000 ",0.35,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
(Shoulder),,,,,,,,,,,,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Dominique Hatfield,CB,"$426,173 ",-,-,-,-,-,-,-,"$426,173 ",0.23,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
(Ankle),,,,,,,,,,,,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Morgan Fox,OLB,"$393,000 ",-,-,-,-,-,-,-,"$393,000 ",0.22,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
(Undisclosed),,,,,,,,,,,,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Kevin Peterson,CB,"$378,000 ",-,-,-,-,-,-,-,"$378,000 ",0.21,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
(Knee-acl),,,,,,,,,,,,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Garrett Sickels,OLB,"$363,000 ",-,-,-,-,-,-,-,"$363,000 ",,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
(Undisclosed),,,,,,,,,,,,Los Angeles Rams,"$92,050,481 ","$31,154,819 ","$158,606,483 ",87.38
Robert Quinn,DE,"$10,333,301 ",-,"$1,111,111 ",-,-,-,-,"($11,444,412)","$11,444,412 ",6.46,Miami Dolphins,"$87,457,405 ","$22,609,553 ","$123,506,032 ",69.67
Andre Branch,DE,"$7,900,000 ","$2,000,000 ",-,-,"$100,000 ",-,-,"($12,000,000)","$10,000,000 ",5.64,Miami Dolphins,"$87,457,405 ","$22,609,553 ","$123,506,032 ",69.67
Kenny Stills,WR,"$7,975,000 ","$1,750,000 ",-,-,"$25,000 ",-,-,"($15,250,000)","$9,750,000 ",5.5,Miami Dolphins,"$87,457,405 ","$22,609,553 ","$123,506,032 ",69.67
Kiko Alonso,OLB,"$7,875,000 ","$1,762,500 ",-,-,"$25,000 ",-,-,"($13,187,500)","$9,662,500 ",5.45,Miami Dolphins,"$87,457,405 ","$22,609,553 ","$123,506,032 ",69.67
Cameron Wake,DE,"$8,000,000 ","$500,000 ",-,-,"$125,000 ",-,"$1,000,000 ","($8,625,000)","$9,625,000 ",5.43,Miami Dolphins,"$87,457,405 ","$22,609,553 ","$123,506,032 ",69.67
Ja'Wuan James,RT,"$9,341,000 ",-,-,-,-,-,-,"($9,341,000)","$9,341,000 ",5.27,Miami Dolphins,"$87,457,405 ","$22,609,553 ","$123,506,032 ",69.67
Ryan Tannehill,QB,"$790,000 ","$2,300,000 ",-,-,"$25,000 ","$5,561,666 ",-,"($22,100,000)","$8,676,666 ",4.89,Miami Dolphins,"$87,457,405 ","$22,609,553 ","$123,506,032 ",69.67
Danny Amendola,WR,"$2,950,000 ",-,"$3,000,000 ",-,"$50,000 ",-,-,"($6,000,000)","$6,000,000 ",3.38,Miami Dolphins,"$87,457,405 ","$22,609,553 ","$123,506,032 ",69.67
Reshad Jones,SS,"$915,000 ","$1,840,000 ",-,-,-,"$2,205,000 ",-,"($17,095,000)","$4,960,000 ",2.8,Miami Dolphins,"$87,457,405 ","$22,609,553 ","$123,506,032 ",69.67
DeVante Parker,WR,"$1,918,165 ","$1,542,553 ",-,-,-,-,-,"($3,460,718)","$3,460,718 ",1.95,Miami Dolphins,"$87,457,405 ","$22,609,553 ","$123,506,032 ",69.67
Laremy Tunsil,LT,"$1,582,514 ","$1,815,027 ",-,-,-,-,-,"($7,361,339)","$3,397,541 ",1.92,Miami Dolphins,"$87,457,405 ","$22,609,553 ","$123,506,032 ",69.67
Minkah Fitzpatrick,S,"$480,000 ","$2,510,504 ",-,-,-,-,-,"($16,447,772)","$2,990,504 ",1.69,Miami Dolphins,"$87,457,405 ","$22,609,553 ","$123,506,032 ",69.67
Akeem Spence,DT,"$2,575,000 ",-,"$250,000 ",-,"$100,000 ",-,-,"($2,675,000)","$2,925,000 ",1.65,Miami Dolphins,"$87,457,405 ","$22,609,553 ","$123,506,032 ",69.67
T.J. McDonald,FS,"$1,500,000 ","$952,000 ",-,-,"$50,000 ",-,-,"($9,048,000)","$2,502,000 ",1.41,Miami Dolphins,"$87,457,405 ","$22,609,553 ","$123,506,032 ",69.67
Charles Harris,DE,"$957,897 ","$1,506,589 ",-,-,-,-,-,"($6,928,458)","$2,464,486 ",1.39,Miami Dolphins,"$87,457,405 ","$22,609,553 ","$123,506,032 ",69.67
Ted Larsen,G,"$1,500,000 ","$416,666 ",-,-,"$25,000 ",-,-,"($2,358,334)","$1,941,666 ",1.1,Miami Dolphins,"$87,457,405 ","$22,609,553 ","$123,506,032 ",69.67
Xavien Howard,CB,"$1,007,094 ","$664,189 ",-,-,-,-,-,"($1,328,378)","$1,671,283 ",0.94,Miami Dolphins,"$87,457,405 ","$22,609,553 ","$123,506,032 ",69.67
Bobby McCain,CB,"$705,000 ","$797,072 ",-,-,-,-,-,"($10,005,000)","$1,502,072 ",0.85,Miami Dolphins,"$87,457,405 ","$22,609,553 ","$123,506,032 ",69.67
